genomes	D_Alanine0	D_Glutamate0	D_Methionine0	D_Serine0	Glycine0	L_Alanine0	L_Arginine0	L_Asparagine0	L_Aspartate0	L_Cysteine0	L_Glutamate0	L_Glutamine0	L_Histidine0	L_Isoleucine0	L_Leucine0	L_Lysine0	L_Methionine0	L_Phenylalanine0	L_Proline0	L_Serine0	L_Threonine0	L_Tryptophan0	L_Tyrosine0	L_Valine0	Choline0	Citrulline0	Hypoxanthine0	Inosine0	Tyramine0	D_Lactate0	L_Lactate0	Butyrate0	Formate0	Fumarate0	Propionate0	Chorismate0	Succinate0	Urocanate0	Adenine0	AMP0	UMP0	Uracil0	B1_Thiamin0	B2_Riboflavin0	B3_Niacin0	B6_Pyridoxal0	B7_BIOT0	B9_Folate0	Ethanol0	GABA0	H2O20	TMAO0	D_Alanine1	D_Glutamate1	D_Methionine1	D_Serine1	Glycine1	L_Alanine1	L_Arginine1	L_Asparagine1	L_Aspartate1	L_Cysteine1	L_Glutamate1	L_Glutamine1	L_Histidine1	L_Isoleucine1	L_Leucine1	L_Lysine1	L_Methionine1	L_Phenylalanine1	L_Proline1	L_Serine1	L_Threonine1	L_Tryptophan1	L_Tyrosine1	L_Valine1	Choline1	Citrulline1	Hypoxanthine1	Inosine1	Tyramine1	D_Lactate1	L_Lactate1	Butyrate1	Formate1	Fumarate1	Propionate1	Chorismate1	Succinate1	Urocanate1	Adenine1	AMP1	UMP1	Uracil1	B1_Thiamin1	B2_Riboflavin1	B3_Niacin1	B6_Pyridoxal1	B7_BIOT1	B9_Folate1	Ethanol1	GABA1	H2O21	TMAO1	D_Alanine2	D_Glutamate2	D_Methionine2	D_Serine2	Glycine2	L_Alanine2	L_Arginine2	L_Asparagine2	L_Aspartate2	L_Cysteine2	L_Glutamate2	L_Glutamine2	L_Histidine2	L_Isoleucine2	L_Leucine2	L_Lysine2	L_Methionine2	L_Phenylalanine2	L_Proline2	L_Serine2	L_Threonine2	L_Tryptophan2	L_Tyrosine2	L_Valine2	Choline2	Citrulline2	Hypoxanthine2	Inosine2	Tyramine2	D_Lactate2	L_Lactate2	Butyrate2	Formate2	Fumarate2	Propionate2	Chorismate2	Succinate2	Urocanate2	Adenine2	AMP2	UMP2	Uracil2	B1_Thiamin2	B2_Riboflavin2	B3_Niacin2	B6_Pyridoxal2	B7_BIOT2	B9_Folate2	Ethanol2	GABA2	H2O22	TMAO2
1579.49	0.4007	0.2358	0.1853	0.2542	0.2427	0.4007	0.2047	0.0909	0.0771	0.2429	0.1289	0.1016	0.1301	0.2463	0.2541	0.2551	0.1873	0.1662	0.158	0.2621	0.3005	0.1232	0.2076	0.1669	0.2055	0.2473	0.2879	0.2791	0.1939	0.2892	0.3363	0.2509	0.3515	0.0523	0.2187	0.1632	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1258	0.1043	0.1168	0.2078	0.1438	0.169	0.4053	0.0921	0.249	0.2239	0.4007	0.2358	0.1748	0.2996	0.2427	0.4007	0.2227	0.0909	0.0771	0.2026	0.1289	0.1016	0.1301	0.1688	0.2541	0.2865	0.1768	0.1227	0.158	0.3226	0.2343	0.1232	0.1967	0.1669	0.1295	0.2022	0.2879	0.2493	0.1729	0.285	0.2949	0.1473	0.2992	0.0523	0.1854	0.1687	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1269	0.1043	0.1187	0.1726	0.132	0.166	0.3085	0.0921	0.2926	0.1604	0.4007	0.2358	0.1963	0.2996	0.2427	0.4007	0.2258	0.0909	0.0771	0.2293	0.1289	0.1016	0.1301	0.2593	0.2541	0.2699	0.1985	0.1655	0.158	0.3226	0.2945	0.1214	0.2031	0.1669	0.1931	0.308	0.2879	0.2933	0.1896	0.2985	0.3067	0.2562	0.3539	0.0523	0.2946	0.1569	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1264	0.1043	0.1168	0.2144	0.1756	0.166	0.4307	0.0921	0.2595	0.2254
1579.56	0.4005	0.2358	0.1856	0.2467	0.2484	0.4005	0.2145	0.0909	0.0771	0.2432	0.1289	0.1023	0.1305	0.2465	0.2541	0.2554	0.1876	0.1632	0.158	0.2621	0.3002	0.1214	0.1968	0.1669	0.1884	0.2396	0.2879	0.2791	0.1942	0.2891	0.3365	0.2513	0.3415	0.0523	0.2187	0.1506	0.0822	0.1029	0.1384	0.1273	0.1514	0.1921	0.1272	0.1042	0.1187	0.2084	0.1481	0.1661	0.4053	0.0921	0.2586	0.218	0.4005	0.2358	0.1748	0.2995	0.2484	0.4005	0.2349	0.0909	0.0771	0.2026	0.1289	0.1022	0.1305	0.1688	0.2541	0.2865	0.1768	0.1153	0.1422	0.3225	0.2343	0.1257	0.1968	0.1669	0.1271	0.2022	0.2879	0.2215	0.1731	0.2849	0.2948	0.1473	0.2807	0.0523	0.1852	0.1548	0.0822	0.1029	0.1384	0.1273	0.1514	0.1921	0.1284	0.1042	0.1168	0.1816	0.1399	0.1661	0.3085	0.0921	0.2996	0.1604	0.4005	0.2358	0.1965	0.2995	0.2484	0.4005	0.2391	0.0909	0.0771	0.2297	0.1289	0.1022	0.1305	0.2594	0.2541	0.2662	0.1987	0.1557	0.1422	0.3225	0.2949	0.1239	0.1897	0.1669	0.2145	0.2989	0.2879	0.2933	0.1899	0.2984	0.3069	0.2567	0.3452	0.0523	0.2954	0.1451	0.0822	0.1029	0.1384	0.1273	0.1514	0.1921	0.1266	0.1073	0.1168	0.215	0.1795	0.1661	0.4306	0.0921	0.2595	0.238
1579.60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0244	0.0	0.0	0.0288	0.0	0.0	0.0	0.0	0.0	0.0156	0.0	0.0133	0.0	0.0	0.0	0.0379	0.0059	0.0	0.0221	0.0185	0.0	0.0096	0.0	0.0	0.033	0.0178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0133	0.0	0.0	0.0	0.0369	0.0062	0.0	0.0322	0.0212	0.0	0.0095	0.0	0.0	0.024	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0107	0.0	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0244	0.0	0.0	0.0288	0.03	0.0	0.0	0.0	0.0	0.0156	0.0	0.0133	0.0	0.0	0.0	0.0379	0.006	0.0	0.0228	0.0189	0.0	0.0096	0.0288	0.0	0.0225	0.0178
1579.80	0.4007	0.2358	0.1853	0.2467	0.2427	0.4007	0.212	0.0909	0.0771	0.2429	0.1289	0.1016	0.1301	0.2463	0.2541	0.255	0.1873	0.1662	0.1422	0.2621	0.3004	0.1232	0.2076	0.1669	0.1915	0.2473	0.2879	0.2791	0.1909	0.2892	0.3363	0.2509	0.3506	0.0523	0.2187	0.1632	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1294	0.1043	0.1168	0.2078	0.1438	0.166	0.4053	0.0921	0.249	0.218	0.4007	0.2358	0.1748	0.2996	0.2427	0.4007	0.2227	0.0909	0.0771	0.2026	0.1289	0.1016	0.1301	0.1688	0.2541	0.2865	0.1768	0.133	0.1422	0.3226	0.2342	0.1232	0.1967	0.1669	0.1295	0.2083	0.2879	0.2449	0.1758	0.285	0.2949	0.1473	0.2992	0.0523	0.1854	0.1687	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1269	0.1043	0.1187	0.1811	0.1366	0.166	0.3085	0.0921	0.2868	0.1604	0.4007	0.2358	0.1963	0.2996	0.2427	0.4007	0.23	0.0909	0.0771	0.2293	0.1289	0.1017	0.1301	0.2592	0.2541	0.2659	0.1985	0.1655	0.158	0.3226	0.2945	0.1257	0.2001	0.1669	0.2145	0.308	0.2879	0.2933	0.1896	0.2985	0.3067	0.2562	0.3539	0.0523	0.2946	0.1569	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1275	0.1043	0.1168	0.2144	0.1756	0.166	0.4307	0.0921	0.2695	0.238
1579.81	0.4007	0.2358	0.1853	0.2542	0.2427	0.4007	0.2047	0.0909	0.0771	0.2429	0.1289	0.1016	0.1301	0.2463	0.2541	0.2551	0.1873	0.1662	0.1422	0.2621	0.3141	0.1214	0.2076	0.1669	0.1982	0.2396	0.2879	0.2791	0.1939	0.2892	0.3363	0.2509	0.3506	0.0523	0.2187	0.1632	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1294	0.1043	0.1187	0.2078	0.1438	0.166	0.4481	0.0921	0.2586	0.2239	0.4007	0.2358	0.1748	0.2996	0.2427	0.4007	0.2227	0.0909	0.0771	0.2025	0.1289	0.1016	0.1301	0.1688	0.2541	0.2865	0.1767	0.1227	0.1422	0.3226	0.2342	0.1257	0.1967	0.1669	0.132	0.2022	0.2879	0.2492	0.1729	0.285	0.2949	0.1473	0.2992	0.0523	0.1854	0.1687	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1269	0.1043	0.1168	0.1811	0.135	0.169	0.311	0.0921	0.2926	0.1604	0.4007	0.2358	0.1962	0.2996	0.2427	0.4007	0.23	0.0909	0.0796	0.2293	0.1289	0.1016	0.1301	0.2593	0.2541	0.2659	0.1984	0.1655	0.1422	0.3226	0.2944	0.1239	0.2001	0.1669	0.2068	0.308	0.2879	0.2933	0.1896	0.2985	0.3067	0.2562	0.3539	0.0523	0.2946	0.1569	0.0822	0.1025	0.1384	0.1273	0.1514	0.1922	0.1286	0.1073	0.1187	0.2144	0.1794	0.166	0.4324	0.0921	0.2595	0.2254
1579.85	0.3698	0.2358	0.1853	0.2109	0.2427	0.3698	0.2041	0.1271	0.0824	0.2419	0.1289	0.1017	0.1301	0.2463	0.2543	0.255	0.1874	0.1663	0.1422	0.217	0.3033	0.1214	0.2102	0.1669	0.1915	0.2422	0.2879	0.2791	0.194	0.3226	0.3162	0.2509	0.3506	0.0575	0.2436	0.1632	0.1079	0.1025	0.1384	0.1273	0.1514	0.1922	0.131	0.1043	0.1214	0.208	0.1481	0.166	0.4485	0.0921	0.2586	0.218	0.3698	0.2358	0.1748	0.1864	0.2427	0.3698	0.237	0.1271	0.0824	0.2157	0.1289	0.099	0.1301	0.1688	0.2543	0.2865	0.1768	0.133	0.1422	0.1924	0.2342	0.1257	0.1958	0.1669	0.1534	0.1545	0.2879	0.2604	0.1592	0.2618	0.2813	0.1473	0.3852	0.0575	0.1529	0.1687	0.1079	0.1025	0.1384	0.1273	0.1514	0.1922	0.1297	0.1043	0.1195	0.1812	0.1336	0.166	0.2829	0.0921	0.2996	0.1738	0.3698	0.2358	0.1963	0.1864	0.2427	0.3698	0.2564	0.1271	0.0824	0.246	0.1289	0.1017	0.1301	0.2593	0.2543	0.2659	0.1985	0.1656	0.1422	0.1924	0.2944	0.1214	0.2025	0.1669	0.1997	0.2972	0.2879	0.2933	0.1921	0.2989	0.3071	0.2562	0.343	0.0575	0.1529	0.157	0.1079	0.1025	0.1384	0.1273	0.1514	0.1922	0.131	0.1073	0.1214	0.2145	0.1795	0.166	0.4329	0.0921	0.2595	0.238
1580.112	0.3946	0.2329	0.1829	0.2956	0.2261	0.3946	0.3031	0.1915	0.1746	0.2521	0.1312	0.1654	0.1548	0.1258	0.1925	0.1735	0.181	0.2499	0.1391	0.3036	0.328	0.1784	0.254	0.2165	0.2105	0.3512	0.3808	0.3853	0.2335	0.3388	0.4168	0.2482	0.3125	0.1389	0.3336	0.2802	0.0803	0.1353	0.2259	0.3155	0.4092	0.3762	0.1727	0.2344	0.1664	0.2724	0.19	0.1556	0.4188	0.1171	0.2755	0.232	0.3946	0.2329	0.1198	0.3801	0.2261	0.3946	0.2994	0.1915	0.2084	0.2523	0.1312	0.1654	0.1612	0.1258	0.1925	0.2474	0.1231	0.252	0.1391	0.4055	0.242	0.1784	0.2796	0.2165	0.1923	0.1942	0.3808	0.286	0.2584	0.2966	0.3148	0.1345	0.4063	0.1389	0.1949	0.2288	0.0803	0.1353	0.2259	0.3155	0.4092	0.3762	0.1727	0.2224	0.1725	0.2749	0.1661	0.1694	0.4519	0.1171	0.3687	0.2785	0.3946	0.2329	0.1655	0.2947	0.2261	0.3946	0.2988	0.1915	0.1746	0.3141	0.1312	0.1654	0.1579	0.1258	0.1925	0.1909	0.1691	0.2683	0.1391	0.3011	0.3287	0.1808	0.2568	0.2165	0.187	0.3374	0.3808	0.3882	0.2743	0.3492	0.3338	0.2489	0.2931	0.1389	0.2448	0.268	0.0803	0.1385	0.2259	0.3155	0.4092	0.3762	0.1744	0.2673	0.1805	0.2732	0.1884	0.1561	0.4459	0.1171	0.3354	0.205
1580.113	0.3948	0.2329	0.1857	0.2952	0.2264	0.3948	0.3477	0.1709	0.1302	0.3095	0.1308	0.1671	0.1361	0.1259	0.241	0.1658	0.1884	0.2308	0.1544	0.2999	0.3715	0.2053	0.2457	0.2171	0.21	0.3504	0.381	0.401	0.2337	0.3377	0.4485	0.2348	0.356	0.1363	0.3327	0.2418	0.075	0.1411	0.2269	0.3162	0.4098	0.3765	0.1747	0.3326	0.193	0.3113	0.2052	0.1533	0.5007	0.1156	0.2579	0.2833	0.3948	0.2329	0.1124	0.3803	0.2264	0.3948	0.2983	0.1709	0.1256	0.2569	0.1308	0.1671	0.1361	0.1259	0.1929	0.1969	0.114	0.2564	0.139	0.4056	0.2421	0.1675	0.2421	0.2171	0.1726	0.1944	0.381	0.3072	0.254	0.3197	0.3151	0.1496	0.3966	0.1615	0.1949	0.233	0.075	0.1411	0.2269	0.3162	0.4098	0.3765	0.177	0.2345	0.1768	0.2607	0.1621	0.1662	0.4495	0.1156	0.3671	0.2597	0.3948	0.2329	0.1391	0.2983	0.2264	0.3948	0.2875	0.1709	0.1302	0.3144	0.1308	0.1671	0.1361	0.1259	0.1929	0.1672	0.1456	0.267	0.1544	0.3047	0.3286	0.1675	0.2553	0.2171	0.1979	0.3371	0.381	0.3881	0.2298	0.3385	0.334	0.249	0.3216	0.1615	0.3173	0.2222	0.075	0.1411	0.2269	0.3162	0.4098	0.3765	0.1766	0.2722	0.1749	0.2731	0.1903	0.154	0.4459	0.1156	0.3353	0.2165
1580.116	0.3948	0.2335	0.1774	0.2956	0.2261	0.3948	0.3031	0.1917	0.1747	0.2517	0.1312	0.1654	0.158	0.1258	0.1924	0.1735	0.183	0.2499	0.1391	0.3036	0.3282	0.1784	0.254	0.2164	0.2244	0.3511	0.3809	0.3853	0.2373	0.3386	0.4166	0.2482	0.3127	0.1641	0.3335	0.2803	0.0804	0.1386	0.2263	0.3157	0.4093	0.3764	0.1727	0.2224	0.1664	0.2725	0.188	0.1536	0.4189	0.1159	0.2649	0.2321	0.3948	0.2335	0.1198	0.3802	0.2261	0.3948	0.3045	0.1917	0.2085	0.2522	0.1312	0.1654	0.1613	0.1258	0.1924	0.2474	0.1231	0.2525	0.1391	0.4056	0.2421	0.1784	0.2802	0.2164	0.1827	0.1942	0.3809	0.3311	0.2653	0.2966	0.3148	0.1344	0.4064	0.1389	0.1949	0.2288	0.0804	0.1354	0.2263	0.3157	0.4093	0.3764	0.177	0.2116	0.1725	0.2751	0.162	0.1675	0.4531	0.1159	0.3634	0.2795	0.3948	0.2335	0.1734	0.2949	0.2261	0.3948	0.2989	0.1917	0.2085	0.3139	0.1312	0.1654	0.158	0.1258	0.1924	0.1909	0.1771	0.2683	0.1546	0.3013	0.3288	0.1784	0.2568	0.2164	0.1817	0.3374	0.3809	0.3883	0.2743	0.3382	0.3337	0.2488	0.2932	0.1641	0.2448	0.268	0.0804	0.1386	0.2263	0.3157	0.4093	0.3764	0.1758	0.2724	0.1805	0.2732	0.1884	0.1541	0.446	0.1159	0.3355	0.2164
1580.117	0.3921	0.2328	0.2148	0.32	0.2264	0.3921	0.3292	0.1921	0.1748	0.3325	0.1311	0.17	0.1622	0.1262	0.2279	0.1748	0.2175	0.2581	0.1389	0.325	0.3741	0.2285	0.2548	0.2168	0.2398	0.3913	0.3812	0.3976	0.2578	0.4516	0.4526	0.2659	0.3503	0.1391	0.3315	0.2863	0.0803	0.1366	0.2272	0.3157	0.4076	0.3758	0.1902	0.2826	0.1963	0.3295	0.2114	0.1538	0.4586	0.1158	0.257	0.2911	0.3921	0.2328	0.1197	0.3782	0.2264	0.3921	0.3078	0.1921	0.2086	0.2517	0.1311	0.17	0.1589	0.1262	0.1927	0.2493	0.123	0.2834	0.1389	0.4034	0.2409	0.1806	0.2829	0.2168	0.2413	0.2124	0.3812	0.3579	0.2733	0.2938	0.3822	0.1347	0.4054	0.1391	0.1932	0.2328	0.0803	0.1366	0.2272	0.3157	0.4076	0.3763	0.1729	0.1756	0.172	0.3181	0.1618	0.1674	0.4658	0.1158	0.3732	0.2947	0.3921	0.2328	0.1747	0.2977	0.2264	0.3921	0.2682	0.1921	0.2086	0.313	0.1311	0.17	0.1622	0.1262	0.1927	0.1983	0.1788	0.2678	0.1389	0.3042	0.3275	0.1806	0.2419	0.2168	0.1781	0.3351	0.3812	0.3881	0.2682	0.3372	0.3326	0.2489	0.3147	0.1643	0.3132	0.2672	0.0803	0.1366	0.2272	0.3157	0.4076	0.3763	0.1772	0.2377	0.1704	0.2721	0.1881	0.1543	0.4445	0.1158	0.3353	0.2103
1580.118	0.3948	0.2328	0.1839	0.2949	0.2261	0.3948	0.3083	0.1922	0.1753	0.2513	0.1311	0.1654	0.1563	0.1262	0.1924	0.1751	0.1839	0.25	0.1389	0.2997	0.3272	0.1781	0.2538	0.2164	0.2162	0.3508	0.381	0.3798	0.2373	0.3386	0.4162	0.2479	0.3517	0.1641	0.3327	0.2808	0.0803	0.1398	0.2272	0.3157	0.4076	0.3761	0.1782	0.2554	0.1672	0.288	0.1856	0.1536	0.4812	0.1158	0.2651	0.2604	0.3948	0.2328	0.1215	0.3803	0.2261	0.3948	0.3082	0.1922	0.2091	0.252	0.1311	0.1654	0.1629	0.1262	0.1924	0.25	0.1231	0.2851	0.1389	0.4056	0.2414	0.1805	0.2832	0.2164	0.2375	0.213	0.381	0.3579	0.2696	0.2957	0.394	0.1345	0.407	0.139	0.1949	0.2289	0.0803	0.1367	0.2272	0.3157	0.4076	0.3761	0.1755	0.1851	0.1728	0.312	0.1658	0.1674	0.4673	0.1158	0.367	0.2823	0.3948	0.2328	0.1772	0.2981	0.2261	0.3948	0.2801	0.1922	0.1814	0.3132	0.1311	0.1654	0.1563	0.1262	0.1924	0.1954	0.1772	0.2681	0.1389	0.3046	0.3279	0.1781	0.2561	0.2164	0.1839	0.3355	0.381	0.388	0.2739	0.3492	0.3333	0.2485	0.316	0.1641	0.3144	0.2681	0.0803	0.1367	0.2272	0.3157	0.4076	0.3761	0.1785	0.2332	0.1711	0.272	0.19	0.1541	0.4463	0.1158	0.3279	0.2045
1580.119	0.3946	0.2327	0.1718	0.2956	0.2262	0.3946	0.3031	0.1916	0.1747	0.252	0.131	0.1654	0.1526	0.1258	0.1924	0.1729	0.1756	0.2238	0.1391	0.3036	0.3281	0.173	0.2359	0.2165	0.2209	0.3511	0.3808	0.3852	0.2511	0.3385	0.4167	0.2414	0.3125	0.157	0.3334	0.2803	0.0803	0.136	0.2262	0.3156	0.4092	0.3763	0.1699	0.2168	0.1643	0.2724	0.188	0.1541	0.4188	0.1236	0.2649	0.2254	0.3946	0.2327	0.1215	0.3802	0.2262	0.3946	0.3079	0.1916	0.2085	0.2524	0.131	0.1654	0.1526	0.1258	0.1924	0.2211	0.1232	0.3011	0.1391	0.4055	0.2421	0.1751	0.2657	0.2165	0.2379	0.213	0.3808	0.3585	0.2721	0.2966	0.3148	0.1162	0.4212	0.157	0.1949	0.2288	0.0803	0.1329	0.2262	0.3156	0.4092	0.3763	0.1715	0.2224	0.1533	0.3372	0.1659	0.168	0.467	0.1236	0.3673	0.2945	0.3946	0.2327	0.1752	0.295	0.2262	0.3946	0.299	0.1916	0.1807	0.3142	0.131	0.1654	0.159	0.1258	0.1924	0.1931	0.1752	0.2591	0.1391	0.3014	0.3288	0.1751	0.2518	0.2165	0.1871	0.3374	0.3808	0.3882	0.2337	0.3383	0.3337	0.2636	0.2932	0.157	0.2449	0.268	0.0803	0.136	0.2262	0.3156	0.4092	0.3763	0.1759	0.2724	0.175	0.2732	0.1884	0.1547	0.446	0.1236	0.3355	0.2106
1580.120	0.3946	0.2327	0.1719	0.2956	0.2262	0.3946	0.3031	0.1916	0.1747	0.2519	0.131	0.1654	0.1526	0.1258	0.1926	0.1728	0.1757	0.2239	0.1391	0.3004	0.3282	0.1751	0.2361	0.2168	0.228	0.351	0.3808	0.3852	0.2512	0.3385	0.4166	0.2416	0.3126	0.1571	0.3333	0.2804	0.0806	0.136	0.2262	0.3156	0.4093	0.3763	0.1727	0.2344	0.1645	0.2724	0.1902	0.1542	0.4188	0.1169	0.2812	0.2256	0.3946	0.2327	0.1199	0.3802	0.2262	0.3946	0.3077	0.1916	0.2085	0.2565	0.131	0.1655	0.1526	0.1258	0.1926	0.2211	0.1215	0.3062	0.1391	0.4055	0.2421	0.1752	0.2656	0.2168	0.1694	0.213	0.3808	0.3583	0.2719	0.2966	0.3148	0.1164	0.4208	0.1571	0.1949	0.2288	0.0806	0.1329	0.2262	0.3156	0.4093	0.3763	0.1672	0.2224	0.1534	0.3116	0.1661	0.1681	0.4666	0.1169	0.3671	0.2942	0.3946	0.2327	0.1753	0.295	0.2262	0.3946	0.299	0.1916	0.2085	0.3143	0.131	0.1654	0.159	0.1258	0.1926	0.1931	0.1732	0.2591	0.1391	0.3014	0.3289	0.1752	0.2518	0.2168	0.1928	0.3374	0.3808	0.3882	0.2337	0.3382	0.3337	0.2638	0.2932	0.1571	0.2449	0.268	0.0806	0.1329	0.2262	0.3156	0.4093	0.3763	0.1759	0.2724	0.175	0.2732	0.1884	0.1547	0.446	0.1169	0.3355	0.2165
1580.121	0.3948	0.233	0.1856	0.2985	0.2264	0.3948	0.3476	0.1739	0.134	0.3295	0.131	0.1655	0.1255	0.1258	0.241	0.163	0.1882	0.2296	0.1545	0.2999	0.3714	0.1661	0.2475	0.2164	0.22	0.3505	0.3809	0.4	0.2507	0.3377	0.4484	0.2537	0.356	0.1361	0.3327	0.2418	0.0803	0.1301	0.2257	0.3158	0.4093	0.3761	0.1732	0.326	0.193	0.3048	0.2047	0.1549	0.5007	0.1157	0.2504	0.2758	0.3948	0.233	0.1122	0.3803	0.2264	0.3948	0.3076	0.1739	0.1292	0.2523	0.131	0.1655	0.1255	0.1258	0.1929	0.202	0.1138	0.2635	0.139	0.4057	0.242	0.1661	0.2818	0.2164	0.1812	0.213	0.3809	0.3585	0.2682	0.3194	0.3147	0.1467	0.4135	0.1361	0.1949	0.2285	0.0803	0.1301	0.2257	0.3158	0.4093	0.3761	0.1754	0.2223	0.155	0.3312	0.1601	0.1714	0.4665	0.1157	0.3733	0.2902	0.3948	0.233	0.1421	0.298	0.2264	0.3948	0.2873	0.1739	0.134	0.314	0.131	0.1655	0.1255	0.1258	0.1929	0.1696	0.1454	0.2656	0.1545	0.3045	0.3285	0.1661	0.2552	0.2164	0.1979	0.3371	0.3809	0.3881	0.2257	0.3383	0.3339	0.2468	0.3215	0.1361	0.3173	0.2222	0.0803	0.1301	0.2257	0.3158	0.4093	0.3761	0.1764	0.2774	0.1594	0.273	0.1881	0.1556	0.4457	0.1157	0.328	0.2107
1580.126	0.3947	0.2328	0.1857	0.2951	0.2263	0.3947	0.3478	0.1739	0.1339	0.3297	0.1308	0.1654	0.1361	0.1258	0.2409	0.1655	0.1883	0.2521	0.1394	0.2999	0.3713	0.2064	0.2438	0.2163	0.2132	0.3504	0.3805	0.3999	0.2623	0.3377	0.4483	0.2347	0.34	0.1646	0.3326	0.2447	0.0802	0.1411	0.2265	0.3158	0.4093	0.3759	0.178	0.2907	0.1876	0.3048	0.2051	0.1533	0.5007	0.1156	0.2656	0.2783	0.3947	0.2328	0.1123	0.3802	0.2263	0.3947	0.3078	0.1739	0.1339	0.2527	0.1308	0.1654	0.1361	0.1258	0.1928	0.202	0.1139	0.2843	0.1394	0.4056	0.2419	0.1712	0.2797	0.2163	0.1758	0.213	0.3805	0.3584	0.2733	0.3053	0.3147	0.1347	0.396	0.1646	0.1949	0.2285	0.0802	0.1411	0.2265	0.3158	0.4093	0.3759	0.1757	0.1762	0.1766	0.3315	0.1659	0.1699	0.4666	0.1156	0.373	0.2946	0.3947	0.2328	0.1521	0.2985	0.2263	0.3947	0.2875	0.1739	0.1339	0.3142	0.1308	0.1654	0.1361	0.1258	0.1928	0.167	0.1521	0.2684	0.1394	0.305	0.3285	0.1712	0.2568	0.2163	0.1978	0.3371	0.3805	0.3877	0.2743	0.3383	0.3338	0.2489	0.2397	0.1646	0.3173	0.2222	0.0802	0.1411	0.2265	0.3158	0.4093	0.3759	0.1774	0.2428	0.1794	0.273	0.1882	0.154	0.4457	0.1156	0.3349	0.2165
1580.127	0.3948	0.233	0.2124	0.2985	0.2264	0.3948	0.3478	0.1916	0.2089	0.3295	0.131	0.1655	0.1669	0.1258	0.2409	0.1731	0.2151	0.2503	0.139	0.2999	0.3714	0.2083	0.2544	0.2164	0.2132	0.3505	0.3805	0.4	0.2484	0.3377	0.4484	0.2344	0.3046	0.1642	0.3327	0.2424	0.0803	0.1523	0.2265	0.3158	0.4093	0.3759	0.1769	0.2965	0.1856	0.3112	0.2092	0.1533	0.5007	0.1157	0.2578	0.271	0.3948	0.233	0.1195	0.3803	0.2264	0.3948	0.3042	0.1916	0.2089	0.2526	0.131	0.1655	0.1738	0.1258	0.1928	0.2481	0.1212	0.2495	0.1545	0.4057	0.242	0.1709	0.2836	0.2164	0.1829	0.1943	0.3805	0.3308	0.265	0.3053	0.3147	0.1348	0.4061	0.139	0.1949	0.2321	0.0803	0.1489	0.2265	0.3158	0.4093	0.3759	0.1755	0.1762	0.1724	0.2749	0.1659	0.17	0.4525	0.1157	0.3626	0.2897	0.3948	0.233	0.1655	0.2951	0.2223	0.3948	0.2987	0.1916	0.175	0.3141	0.131	0.1655	0.1703	0.1258	0.1928	0.1907	0.1691	0.2681	0.1545	0.3015	0.3285	0.1685	0.2566	0.2164	0.2011	0.3371	0.3805	0.3877	0.2741	0.3554	0.3507	0.2486	0.3156	0.139	0.2446	0.2222	0.0803	0.1523	0.2265	0.3158	0.4093	0.3759	0.1788	0.2338	0.1803	0.273	0.1923	0.1541	0.4457	0.1157	0.3276	0.2107
