Genome ID,Genome Name,Organism Name,species,NCBI Taxon ID,Genome Status,Strain,MLST,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Sequences,Genome Length,GC Content,PATRIC CDS,BRC1 CDS,RefSeq CDS,Fermentation,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Date Inserted,Date Modified
1226679.3,Lactobacillus acidophilus DSM 20242,Lactobacillus acidophilus DSM 20242,acidophilus,1226679,WGS,,,,,2013-07-07T00:00:00Z,,PRJEB1533,SAMEA2272474,GCA_000442825.1,,CBLT00000000,-,INRA STLO,WGS,,,,,,20,21,2043769,34.7,1930,,2023,OHOL,unknown,,,,,,,,,,,,,,,,,,,,,,,,,"The complete genome sequences of several pairs of closely related prokaryotes are now available. Surprisingly, even strains of the same species can differ by as much as 20 % in gene content. Several analyses of very closely related genomes comparisons reported over the last years show that there may be as much to learn about diversity. Extensive genomic comparisons are possible not only between representatives of distant evolutionary phyla, but also between species of the same phylogenetic branch where individual evolutionary events can be more readily identified. They also indicate that sequencing of one representative genome give us nowhere near a complete picture of the genetic repertoire of any species, and that new and comparative methods will be required. Remarkable innovation in sequencing technologies has been achieved making them high-throughput, faster and more cost effective. The sequencing field has experienced a major shift by the introduction of innovation sequencing technologies capable of generating sequence data at a fraction of the cost and much quicker when compared to the Sanger method. Bacteria are characterized by extensive intraspecies variation. There is not only the sequence variation found in all species, but also the presence or absence of whole genes or clusters of genes. We propose to apply the sequencing technology developed by Illumina on several strains of Lactobacillus acidophilus and helveticus to enable a comparative study that will link genotype and phenotype at the genomic level.",,2014-12-08T22:11:52.099Z,2015-03-16T03:17:09.594Z
1226676.3,Lactobacillus acidophilus DSM 9126,Lactobacillus acidophilus DSM 9126,acidophilus,1226676,WGS,DSM 9126,, ,,2013-07-07T00:00:00Z,,PRJEB1839,SAMEA2272239,GCA_000469745.1,,CBLS00000000,-,INRA STLO,WGS,,,,,,38,45,1978502,34.6,1897,,1977,OHOL,unknown,,,,,,,,,,,,,,,,,,,,,,,,,"The complete genome sequences of several pairs of closely related prokaryotes are now available. Surprisingly, even strains of the same species can differ by as much as 20 % in gene content. Several analyses of very closely related genomes comparisons reported over the last years show that there may be as much to learn about diversity. Extensive genomic comparisons are possible not only between representatives of distant evolutionary phyla, but also between species of the same phylogenetic branch where individual evolutionary events can be more readily identified. They also indicate that sequencing of one representative genome give us nowhere near a complete picture of the genetic repertoire of any species, and that new and comparative methods will be required. Remarkable innovation in sequencing technologies has been achieved making them high-throughput, faster and more cost effective. The sequencing field has experienced a major shift by the introduction of innovation sequencing technologies capable of generating sequence data at a fraction of the cost and much quicker when compared to the Sanger method. Bacteria are characterized by extensive intraspecies variation. There is not only the sequence variation found in all species, but also the presence or absence of whole genes or clusters of genes. We propose to apply the sequencing technology developed by Illumina on several strains of Lactobacillus acidophilus and helveticus to enable a comparative study that will link genotype and phenotype at the genomic level.",,2014-12-08T22:11:52.111Z,2015-03-16T03:17:09.594Z
1314884.3,Lactobacillus acidophilus La-14,Lactobacillus acidophilus La-14,acidophilus,1314884,Complete,La-14,,ATCC SD-5212,,2013-05-06T00:00:00Z,,PRJNA196176,SAMN02603216,GCA_000389675.2,,CP005926.1,NC_021181.1,DuPont,complete,454,149,SeqMan NGen v. 4.1.2,1,,,1,1991830,34.7,1894,,1876,OHOL,unknown,,,,,,,,,,,,,,,Positive,Bacilli,,,Mesophilic,25-35C,,Facultative,Multiple,,"Lactobacillus acidophilus La-14. ATCC SD-5212 is a Gram-positive lactic acid bacterium of human origin which has the ability to survive in the GIT. Additionally, it has demonstrated ability to adhere to human epithelial cells and inhibit selected pathogens in vitro. It is commercially available from DuPont Nutrition and Health for food and dietary supplement applications.",,2014-12-08T22:11:52.122Z,2015-03-16T03:17:09.594Z
272621.13,Lactobacillus acidophilus NCFM,Lactobacillus acidophilus NCFM,acidophilus,272621,Complete,NCFM,,,,2005-01-31T00:00:00Z,15671160,PRJNA82,SAMN02603047,GCA_000011985.1,,CP000033,NC_006814,"Cal Poly. San Luis Obispo|Department of Food Science, North Carolina State University",complete,,,,1,,,1,1993560,34.7,1882,,1862,OHOL,gut_human,human,isolated from a human in 1970 and characterized at North Caroline State University,1970,,,"Human, Homo sapiens",,,,,,,,,+,Rod,,,Mesophilic,25-35,,Facultative,Multiple,,"Lactobacillus acidophilus strain NCFM. This organism is a normal inhabitant of the human intestinal tract. This strain was isolated from a human in 1970 and characterized at North Caroline State University. It is commercially available from Rhodia Inc., and is used for formula, yogurt, and fluid milk production.",,2014-12-08T22:11:52.132Z,2015-03-16T03:17:09.594Z
1579.81,Lactobacillus acidophilus strain ATCC 53544,,acidophilus,1579,Complete,ATCC 53544,,ATCC:53544,,2017-07-24T00:00:00Z,,PRJNA394684,SAMN07357495,GCA_002224305.1,,CP022449,,Naval Research Laboratory,,PacBio,332.0x,HGAP v. 2.3,1,,,1,1991906,34.71,1942,,1901,OHOL,gut_human,infant,isolated from a rectal swab of an infant,1986,United States,USA,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Here we present the draft genome of Lactobacillus acidophilus ATCC 53544. The assembly contains 1,991,906 bp and has 99% similarity with L. acidophilus NCFM. This strain was isolated from a rectal swab of an infant. It has previously described use as a feed supplement for animals.",sample_type:rectal swab,2017-09-29T15:23:17.584Z,2017-09-29T15:23:17.584Z
1579.28,Lactobacillus acidophilus strain FSI4,,acidophilus,1579,Complete,FSI4,,,,2015-04-15T00:00:00Z,25858829,PRJNA271341,SAMN03274004,GCF_000934625.1,,CP010432,NZ_CP010432.1,"Fidelity Systems, Inc.",,Illumina; Sanger dideoxy sequencing,294,velvet v. 1.2.10; Phred/Phrap/Consed v. 24,1,,,1,1991969,34.71,1923,,1856,OHOL,food_milk,Yogurt,,2002,United States,USA: Maryland,,,,,,,,,,,,,,,,,,,,This strain was isolated from yogurt and sequenced in order to study the genetic diversity of commercial strains of Lactobacillus acidophilus,isolate:Yogurt;sample_type:DNA,2016-01-17T15:44:54.180Z,2016-01-17T15:44:54.180Z
1579.49,Lactobacillus acidophilus strain KLDS 1.0901,,acidophilus,1579,WGS,KLDS 1.0901,,,,2016-11-07T00:00:00Z,,PRJNA218564,SAMN05949236,GCF_001868765.1,,MNPO00000000,,"key lab of dairy science, ministry of education, northeast agriculture university",,Illumina HiSeq; Illumina MiSeq,150.0x,SOAPdenovo v. 2.40,,,7,7,1992320,34.54,1903,,,OHOL,food_milk,homemade cheese,isolated from home–make koumiss in Sinkiang of China,2003-09-01,China,China: Sinkiang,,,,,,,,,,,,,,,,,,,,"We report the complete genome sequence of Lactococcus lactis subsp.lactis KLDS4.0325,a probiotic bacterium isolated from home–make koumiss in Sinkiang of China.We have determined the complete genome sequence of KLDS4.0325,it consists of a chromosome and three plasmids and reveals genes likely involved in dairy fermentation and its prpbiotic effects.",sample_type:whole organism,2016-11-19T10:28:46.650Z,2016-11-19T10:28:46.650Z
1579.56,Lactobacillus acidophilus strain L-55,,acidophilus,1579,WGS,L-55,,,,2016-10-08T00:00:00Z,,PRJDB5198,SAMD00064210,GCF_001950045.1,,BDHM00000000,,"Division of Epigenomics and Development, Department of Molecular Genetics",,Illumina MiSeq,296x,CLC Genomics Workbench v. 9.0.1,,,25,25,2009507,34.6,1947,,,OHOL,gut_human,healthy infant feces,isolated from healthy infant feces,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Lactobacillus acidophilus, which is Gram-positive bacterium, is used for the production of dairy products. L. acidophilus strain L-55 was isolated from healthy infant feces. We have determined the draft genome sequence of L. acidophilus strain L-55.",,2017-01-22T01:04:54.844Z,2017-01-22T01:04:54.844Z
1579.80,Lactobacillus acidophilus strain LA1,,acidophilus,1579,Complete,LA1,,,,2017-09-05T00:00:00Z,,PRJNA340059,SAMN05631052,GCA_002286215.1,,CP017062,,Korea Food Research Institute,,PacBio,363x,HGAP v. 3.0,1,,,1,1991195,34.7,1917,,1877,OHOL,food_milk,commercial dietary supplement,,2015-08-25,South Korea,South Korea: Seoul,,,,,,,,,,,,,,,,,,,,LA1 strain was isolated from Commercial dietary supplements,sample_type:cell culture,2017-09-28T21:52:18.440Z,2017-09-28T21:52:18.440Z
1579.33,Lactobacillus acidophilus strain MN-BM-F01,,acidophilus,1579,Complete,MN-BM-F01,,not collected,,2015-12-31T00:00:00Z,,PRJNA304935,SAMN04309302,GCF_001469775.1,,CP013610,NZ_CP013610.1,"Inner Mongolia Mengniu Dairy (Group) CO., LTD",,PacBio,630x,SMRT Portal HGAP assembly v. 3 or,1,,,1,1875071,49.71,2039,,2010,OHOL,food_milk,traditional fermented dairy,,Jun-2014,China,China:Yunnan,,,,,,,,,,,,,,,C,,,,,Complete genome sequence of Lactobacillus acidophilus MN-BM-F01,"sample_type:cell culture;biomaterial_provider:Research and Development Center;identified_by:Inner Mongolia Mengniu Dairy (Group) CO., LTD",2016-01-31T09:11:34.324Z,2016-01-31T09:11:34.324Z
1579.85,Lactobacillus acidophilus strain P2,,acidophilus,1579,WGS,P2,,,,2017-10-01T00:00:00Z,,PRJNA407882,SAMN07665576,GCA_002406675.1,,NXEY01000000,,McGill University,,Illumina MiSeq,40x,A5 v. 1,,,70,70,2046837,35.68,2079,,2045,OHOL,gut_lab,commercial probiotic,,07-Nov-2016,Canada,"Canada: Montreal, Quebec",,,,,,,,,,,,,,,,,,,,The characterization of Lactobacillus species in commercial probiotics by next-generation sequencing,sample_type:single cell,2017-11-23T02:37:52.072Z,2017-11-23T02:37:52.072Z
1579.60,Lactobacillus acidophilus strain VKMV-2020D,,acidophilus,1579,WGS,VKMV-2020D,,,,2014-06-16T00:00:00Z,,PRJNA243251,SAMN02713604,GCA_000708735.1,,JHUG00000000,,"Federal Service on Customers' Rights Protection and Human Well-Being Surveillance, Rostov Research Institute for Plague Control",,Illumina MiSeq,8.0x,Velvet v. FEBRUARY-2014,,,25,25,7264,40.43,26,,,OHOL,food_milk,dairy products derived,,11-Jan-1988,Russia,Russian Federation: Rostov-on-Don,,,,,,,,,,,,,,,,,,,,Genome of Lactobacillus acidophilus VKMV-2020D from the All-Russian Collection of Microorganisms,,2017-03-20T02:10:42.434Z,2017-03-20T02:10:42.434Z
1579.38,Lactobacillus acidophilus strain WG-LB-IV,,acidophilus,1579,WGS,WG-LB-IV,,,,2016-04-29T00:00:00Z,,PRJNA317797,SAMN04628015,GCF_001639165.1,,LWSH00000000,,Nanjing Agricultural University,,Illumina HiSeq,100.0x,SOAPdenovo v. 1.05 March 2015,,,74,74,1951689,34.59,1931,,1883,OHOL,food_milk,yogurt fermentation,,not collected,,,,,,,,,,,,,,,,,,,,,,yogurt fermentation,sample_type:cell culture,2016-05-23T20:35:06.256Z,2016-05-23T20:35:06.256Z
1423718.3,Lactobacillus agilis DSM 20509,,agilis,1423718,WGS,DSM 20509,,DSM:20509,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369373,GCF_001436215.1,,AYYP01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,72,72,2058058,41.72,2116,,1951,unknown,waste,municipal sewage,,1982,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,2016-01-17T17:46:07.430Z,2016-01-17T17:46:07.430Z
1601.9,Lactobacillus agilis strain La3,,agilis,1601,Complete,La3,,,,2017-08-03T00:00:00Z,,PRJNA336089,SAMN05504077,GCA_002240375.1,,CP016766,,Monash University,,PacBio,>60x,Canu v. 1/6/2016,1,,,1,2187209,41.57,2162,,2055,unknown,unknown,,,2009,Australia,Australia,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,Genetic characterization of chicken isolate Lactobacillus agilis La3,sample_type:Mixed culture,2017-09-28T19:43:09.912Z,2017-09-28T19:43:09.912Z
1601.5,Lactobacillus agilis strain Marseille,,agilis,1601,WGS,Marseille,,,,2015-05-21T00:00:00Z,,PRJEB9399,SAMEA3393060,GCF_001243975.1,,CVQY01000000,,URMITE,,,,,,,16,16,2134779,41.72,2078,,,unknown,gut_human,stool,"isolated from stool in a patient suffering of Kwashiorkor as part of a ""culturomics"" study aimaing at cultivating all bacteria in human feces",,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Lactobacillus agilis was isolated from stool in a patient suffering of Kwashiorkor as part of a ""culturomics"" study aimaing at cultivating all bacteria in human feces.",,2016-01-17T16:55:53.498Z,2016-01-17T16:55:53.498Z
1601.14,Lactobacillus agilis strain UMNLA1,,agilis,1601,WGS,UMNLA1,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498965,GCA_002237855.1,,LUGO00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,105,105,2186265,41.35,2251,,2094,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T15:15:32.925Z,2017-09-29T15:15:32.925Z
1601.19,Lactobacillus agilis strain UMNLA1,,agilis,1601,WGS,UMNLA1,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498965,GCA_002237855.1,,LUGO01000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,105,105,2186265,41.35,2251,,2094,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T21:29:05.053Z,2017-09-29T21:29:05.053Z
1601.11,Lactobacillus agilis strain UMNLA2,,agilis,1601,WGS,UMNLA2,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498966,GCA_002237885.1,,LUGP00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,112,112,2191745,41.31,2247,,2092,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T15:15:27.622Z,2017-09-29T15:15:27.622Z
1601.15,Lactobacillus agilis strain UMNLA2,,agilis,1601,WGS,UMNLA2,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498966,GCA_002237885.1,,LUGP01000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,112,112,2191745,41.31,2247,,2092,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T21:28:44.045Z,2017-09-29T21:28:44.045Z
1601.12,Lactobacillus agilis strain UMNLA3,,agilis,1601,WGS,UMNLA3,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498967,GCA_002237875.1,,LUGQ00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,119,119,2195988,41.35,2261,,2097,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T15:15:31.122Z,2017-09-29T15:15:31.122Z
1601.17,Lactobacillus agilis strain UMNLA3,,agilis,1601,WGS,UMNLA3,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498967,GCA_002237875.1,,LUGQ01000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,119,119,2195988,41.35,2261,,2097,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T21:28:51.362Z,2017-09-29T21:28:51.362Z
1601.13,Lactobacillus agilis strain UMNLA4,,agilis,1601,WGS,UMNLA4,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498968,GCA_002237865.1,,LUGD00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,121,121,2189711,41.33,2260,,2104,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T15:15:29.307Z,2017-09-29T15:15:29.307Z
1601.18,Lactobacillus agilis strain UMNLA4,,agilis,1601,WGS,UMNLA4,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498968,GCA_002237865.1,,LUGD01000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,121,121,2189711,41.33,2260,,2104,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T21:29:03.512Z,2017-09-29T21:29:03.512Z
1601.10,Lactobacillus agilis strain UMNLA5,,agilis,1601,WGS,UMNLA5,,,,2017-08-01T00:00:00Z,,PRJNA312549,SAMN04498969,GCA_002237935.1,,LUGE00000000,,University of Minnesota,,Illumina MiSeq,81.0x,CLC Genomics Workbench v. 8,,,116,116,2210870,41.35,2276,,2116,unknown,gut_avian,ileum,,2014,United States,USA,Meleagris gallopavo,,,,,,,,,,,,,,,,,,,Comparative analysis of Lactobacillus from commercial turkeys,sample_type:not applicable,2017-09-29T15:15:23.376Z,2017-09-29T15:15:23.376Z
